"DATE_BLOCK_NUM","MES","ITEM_ID","SUM_PRICE","SUM_COUNT","TOTAL"
6,01/07/13,12277,"1198","1","1198"
6,01/07/13,22114,"1396","4","5584"
6,01/07/13,10827,"999","1","999"
6,01/07/13,8463,"2909","12","34908"
6,01/07/13,16764,"120","3","360"
6,01/07/13,1627,"740","5","3700"
6,01/07/13,8089,"4289","22","94358"
6,01/07/13,11080,"652","7","4564"
6,01/07/13,4968,"2388","12","28656"
6,01/07/13,19229,"1444.82","7","10113.74"
6,01/07/13,18988,"4435","15","66525"
6,01/07/13,19474,"3735","15","56025"
6,01/07/13,12892,"1990","10","19900"
6,01/07/13,973,"3147","3","9441"
6,01/07/13,1135,"349","1","349"
6,01/07/13,16456,"1194","6","7164"
6,01/07/13,2755,"11594","6","69564"
6,01/07/13,16708,"996","2","1992"
6,01/07/13,10095,"345","3","1035"
6,01/07/13,18416,"796","4","3184"
6,01/07/13,12026,"298","2","596"
6,01/07/13,11449,"1812","4","7248"
6,01/07/13,3900,"1495","5","7475"
6,01/07/13,19734,"565.07","4","2260.28"
6,01/07/13,3586,"4647","3","13941"
6,01/07/13,21769,"148","1","148"
6,01/07/13,21841,"749","2","1498"
6,01/07/13,21870,"963","7","6741"
6,01/07/13,2089,"497","2","994"
6,01/07/13,7952,"8860","4","35440"
6,01/07/13,3806,"498","2","996"
6,01/07/13,21585,"298","2","596"
6,01/07/13,18564,"447","3","1341"
6,01/07/13,6304,"56","2","112"
6,01/07/13,19589,"1393","7","9751"
6,01/07/13,1742,"1047","3","3141"
6,01/07/13,19232,"1136","4","4544"
6,01/07/13,14361,"1277","4","5108"
6,01/07/13,9452,"996","4","3984"
6,01/07/13,11369,"6388.05","18","114984.9"
6,01/07/13,5931,"467","2","934"
6,01/07/13,8025,"60","4","240"
6,01/07/13,10323,"10771","5","53855"
6,01/07/13,9316,"2793","7","19551"
6,01/07/13,5135,"1047","3","3141"
6,01/07/13,20808,"1549","1","1549"
6,01/07/13,20374,"5994.09","5","29970.45"
6,01/07/13,6405,"249","1","249"
6,01/07/13,2303,"18964","14","265496"
6,01/07/13,1652,"10999","1","10999"
6,01/07/13,8999,"214","3","642"
6,01/07/13,9087,"1249","1","1249"
6,01/07/13,12906,"3597","3","10791"
6,01/07/13,14067,"98","1","98"
6,01/07/13,20510,"3995","5","19975"
6,01/07/13,20694,"2298","2","4596"
6,01/07/13,1431,"399","1","399"
6,01/07/13,9936,"1196","4","4784"
6,01/07/13,4977,"1449","1","1449"
6,01/07/13,12829,"2596","3","7788"
6,01/07/13,11472,"1098","2","2196"
6,01/07/13,17040,"58","1","58"
6,01/07/13,12962,"906","5","4530"
6,01/07/13,8642,"28","1","28"
6,01/07/13,9493,"769.49","6","4616.94"
6,01/07/13,9752,"199","1","199"
6,01/07/13,2548,"1799","1","1799"
6,01/07/13,4030,"299","1","299"
6,01/07/13,4162,"1600","1","1600"
6,01/07/13,4626,"279","1","279"
7,01/08/13,5224,"25457.09","94","2392966.46"
7,01/08/13,5260,"33125","113","3743125"
7,01/08/13,6284,"1592","8","12736"
7,01/08/13,7874,"33893.9","39","1321862.1"
7,01/08/13,11496,"27391.24","75","2054343"
7,01/08/13,11455,"10149","53","537897"
6,01/07/13,16550,"84","3","252"
6,01/07/13,1736,"897","3","2691"
7,01/08/13,11311,"14384","16","230144"
7,01/08/13,12168,"11519","77","886963"
7,01/08/13,11186,"1790","9","16110"
7,01/08/13,11938,"4023","28","112644"
7,01/08/13,16316,"21977.09","24","527450.16"
7,01/08/13,6433,"90775","232","21059800"
7,01/08/13,16540,"39046","148","5778808"
7,01/08/13,1461,"26026.05","20","520521"
7,01/08/13,1439,"14000","15","210000"
6,01/07/13,5225,"299","1","299"
6,01/07/13,4622,"3495","5","17475"
6,01/07/13,2125,"742","4","2968"
7,01/08/13,3936,"269049.09","166","44662148.94"
7,01/08/13,3605,"39739","152","6040328"
7,01/08/13,2631,"1984","7","13888"
6,01/07/13,1672,"598","2","1196"
6,01/07/13,8588,"447","3","1341"
7,01/08/13,2318,"6281","14","87934"
7,01/08/13,2222,"392","4","1568"
7,01/08/13,12095,"1711","12","20532"
7,01/08/13,16451,"7239","35","253365"
7,01/08/13,15648,"6647","47","312409"
7,01/08/13,15708,"15775.05","32","504801.6"
7,01/08/13,6917,"43150.92","54","2330149.68"
7,01/08/13,6623,"38144.86","42","1602084.12"
6,01/07/13,21753,"214","3","642"
6,01/07/13,2496,"2982","3","8946"
6,01/07/13,6429,"1494","7","10458"
6,01/07/13,4507,"598","2","1196"
6,01/07/13,282,"747","3","2241"
6,01/07/13,371,"597","3","1791"
6,01/07/13,12424,"398","2","796"
6,01/07/13,2491,"1047","3","3141"
6,01/07/13,1275,"996","4","3984"
6,01/07/13,15077,"6293","9","56637"
6,01/07/13,20790,"998","1","998"
6,01/07/13,10127,"814","6","4884"
6,01/07/13,10916,"221","2","442"
6,01/07/13,19019,"797.09","2","1594.18"
6,01/07/13,1685,"28","1","28"
6,01/07/13,10404,"399","1","399"
6,01/07/13,1751,"1196","4","4784"
6,01/07/13,5888,"698","1","698"
6,01/07/13,14770,"98","1","98"
6,01/07/13,11213,"549","1","549"
6,01/07/13,18223,"387","3","1161"
6,01/07/13,18447,"28","1","28"
6,01/07/13,1982,"599","1","599"
6,01/07/13,1997,"149","1","149"
6,01/07/13,17617,"1196","6","7176"
6,01/07/13,11195,"2997","3","8991"
6,01/07/13,17396,"3598","2","7196"
6,01/07/13,12855,"1099","1","1099"
6,01/07/13,20574,"3597","3","10791"
7,01/08/13,13839,"1995","6","11970"
7,01/08/13,13870,"1494","6","8964"
7,01/08/13,13899,"11061","29","320769"
7,01/08/13,12893,"1393","7","9751"
7,01/08/13,13038,"596","4","2384"
7,01/08/13,12461,"398","2","796"
7,01/08/13,12457,"963","7","6741"
7,01/08/13,19215,"2193.15","5","10965.75"
7,01/08/13,19518,"996","4","3984"
7,01/08/13,18997,"58","1","58"
7,01/08/13,19589,"1194","6","7164"
7,01/08/13,8892,"549","1","549"
7,01/08/13,8751,"1668.18","9","15013.62"
7,01/08/13,8789,"7773.09","28","217646.52"
7,01/08/13,7941,"875342.35","63","55146568.05"
7,01/08/13,7979,"60447","92","5561124"
7,01/08/13,7912,"43780.86","140","6129320.4"
6,01/07/13,5601,"3234.06","6","19404.36"
7,01/08/13,15247,"9468","12","113616"
7,01/08/13,19604,"298","1","298"
7,01/08/13,19360,"14535","15","218025"
7,01/08/13,18746,"821","6","4926"
7,01/08/13,18522,"28","1","28"
7,01/08/13,18588,"1639","11","18029"
7,01/08/13,18749,"2310","16","36960"
7,01/08/13,9057,"67976","74","5030224"
7,01/08/13,8986,"499","1","499"
7,01/08/13,9373,"399","1","399"
6,01/07/13,12789,"299","1","299"
7,01/08/13,1097,"298","2","596"
7,01/08/13,213,"750","3","2250"
7,01/08/13,22025,"9854.05","34","335037.7"
7,01/08/13,8484,"4088","12","49056"
7,01/08/13,8282,"1192","8","9536"
7,01/08/13,7916,"22043.66","42","925833.72"
7,01/08/13,7068,"40250.08","64","2576005.12"
7,01/08/13,10242,"2451.91","13","31874.83"
6,01/07/13,17282,"698","2","1396"
7,01/08/13,10944,"894","6","5364"
7,01/08/13,16455,"173287.52","447","77459521.44"
7,01/08/13,16520,"1196.66","7","8376.62"
7,01/08/13,18412,"1105","6","6630"
7,01/08/13,1911,"24506","103","2524118"
7,01/08/13,987,"3204.18","22","70491.96"
7,01/08/13,11947,"1490","10","14900"
7,01/08/13,13068,"598","2","1196"
7,01/08/13,11468,"1341","9","12069"
7,01/08/13,17074,"98","1","98"
7,01/08/13,15593,"498","2","996"
7,01/08/13,14038,"908","10","9080"
7,01/08/13,6286,"10648","36","383328"
7,01/08/13,14853,"1043","7","7301"
7,01/08/13,22000,"298","2","596"
7,01/08/13,21525,"198","1","198"
7,01/08/13,21427,"11409.41","118","1346310.38"
7,01/08/13,3037,"399","1","399"
7,01/08/13,16611,"298","2","596"
7,01/08/13,19820,"1113","8","8904"
7,01/08/13,14883,"1168","6","7008"
7,01/08/13,2255,"592","4","2368"
7,01/08/13,14066,"3278","22","72116"
7,01/08/13,18783,"358","2","716"
7,01/08/13,20284,"298","2","596"
7,01/08/13,17809,"4188","12","50256"
7,01/08/13,18113,"784","8","6272"
7,01/08/13,17969,"558","2","1116"
7,01/08/13,17620,"2990","10","29900"
7,01/08/13,16982,"98","1","98"
7,01/08/13,21487,"86808","101","8767608"
7,01/08/13,21477,"1495","5","7475"
6,01/07/13,8289,"98","1","98"
6,01/07/13,20851,"698","1","698"
7,01/08/13,14202,"145","1","145"
7,01/08/13,12305,"996","2","1992"
7,01/08/13,18855,"994.09","5","4970.45"
7,01/08/13,16987,"2587","13","33631"
7,01/08/13,6119,"20476","21","429996"
7,01/08/13,9348,"2388","13","31044"
7,01/08/13,12813,"745","5","3725"
7,01/08/13,18919,"5186.09","13","67419.17"
7,01/08/13,1832,"95181.74","175","16656804.5"
7,01/08/13,1913,"8371","34","284614"
7,01/08/13,3620,"7658","26","199108"
7,01/08/13,19600,"8469.55","30","254086.5"
7,01/08/13,9696,"2196","4","8784"
7,01/08/13,8685,"3582","18","64476"
6,01/07/13,10653,"650","1","650"
7,01/08/13,20798,"498","1","498"
7,01/08/13,21891,"894","6","5364"
7,01/08/13,34,"1715","12","20580"
7,01/08/13,1362,"94.57","2","189.14"
7,01/08/13,16024,"51061.45","22","1123351.9"
7,01/08/13,14733,"4171.09","29","120961.61"
7,01/08/13,14749,"1592","8","12736"
7,01/08/13,16846,"1341","9","12069"
7,01/08/13,16151,"2276","4","9104"
7,01/08/13,11336,"7686","14","107604"
7,01/08/13,14814,"149","1","149"
7,01/08/13,202,"1494","6","8964"
6,01/07/13,17345,"199","1","199"
7,01/08/13,15199,"998","2","1996"
7,01/08/13,3976,"1196","4","4784"
7,01/08/13,5343,"1196","4","4784"
7,01/08/13,6845,"4186","14","58604"
7,01/08/13,14510,"969.09","7","6783.63"
7,01/08/13,14402,"25986.09","13","337819.17"
6,01/07/13,3210,"149","1","149"
7,01/08/13,12623,"5841","9","52569"
6,01/07/13,13731,"1196","4","4784"
6,01/07/13,19553,"298","2","596"
7,01/08/13,20657,"10347.05","13","134511.65"
7,01/08/13,7056,"119232.38","60","7153942.8"
7,01/08/13,5513,"9524.95","33","314323.35"
7,01/08/13,20150,"7641","9","68769"
7,01/08/13,5406,"1965","4","7860"
7,01/08/13,16735,"12987","13","168831"
7,01/08/13,4425,"5864","20","117280"
7,01/08/13,8796,"897","3","2691"
7,01/08/13,8797,"897","3","2691"
6,01/07/13,9491,"149","1","149"
6,01/07/13,10545,"596","2","1192"
7,01/08/13,1475,"12401","17","210817"
7,01/08/13,8066,"792","4","3168"
7,01/08/13,7296,"3141","7","21987"
7,01/08/13,17323,"2997","3","8991"
7,01/08/13,11150,"3486","7","24402"
7,01/08/13,14317,"149","1","149"
7,01/08/13,11257,"798","2","1596"
7,01/08/13,10969,"995","5","4975"
7,01/08/13,4186,"9950","5","49750"
7,01/08/13,16594,"698","2","1396"
7,01/08/13,5257,"19176","24","460224"
7,01/08/13,14879,"1197","3","3591"
7,01/08/13,12639,"399","1","399"
7,01/08/13,6572,"2745","5","13725"
7,01/08/13,3612,"897","3","2691"
7,01/08/13,4297,"9443","7","66101"
7,01/08/13,10422,"386","2","772"
7,01/08/13,10708,"996","4","3984"
7,01/08/13,2471,"2997","3","8991"
7,01/08/13,2195,"1197","3","3591"
7,01/08/13,21444,"84","3","252"
7,01/08/13,2225,"299","1","299"
7,01/08/13,2432,"11651.75","27","314597.25"
7,01/08/13,8103,"894","6","5364"
7,01/08/13,9650,"199","1","199"
7,01/08/13,16354,"996","4","3984"
7,01/08/13,21512,"1950","29","56550"
7,01/08/13,1684,"1196","4","4784"
7,01/08/13,22016,"1196","4","4784"
7,01/08/13,716,"1879","13","24427"
7,01/08/13,9950,"1787.09","12","21445.08"
7,01/08/13,7396,"299","1","299"
7,01/08/13,7360,"299","1","299"
7,01/08/13,18772,"798","2","1596"
7,01/08/13,13187,"1995","5","9975"
7,01/08/13,4664,"1299","1","1299"
7,01/08/13,10393,"2409.15","19","45773.85"
7,01/08/13,6077,"6900.97","12","82811.64"
7,01/08/13,5231,"799","1","799"
7,01/08/13,504,"175","1","175"
7,01/08/13,918,"456","2","912"
7,01/08/13,7116,"237","6","1422"
7,01/08/13,8516,"172","1","172"
7,01/08/13,18460,"1196","4","4784"
7,01/08/13,14288,"299","1","299"
7,01/08/13,5586,"421.06","2","842.12"
7,01/08/13,20119,"596","2","1192"
6,01/07/13,12288,"2998","1","2998"
7,01/08/13,14484,"28","1","28"
7,01/08/13,15779,"398","2","796"
7,01/08/13,17282,"698","2","1396"
7,01/08/13,1070,"98","1","98"
7,01/08/13,20228,"597.09","2","1194.18"
7,01/08/13,11855,".09","9",".81"
7,01/08/13,11219,"599","1","599"
7,01/08/13,9633,"1398","2","2796"
7,01/08/13,224,"249","1","249"
7,01/08/13,5862,"8573","7","60011"
7,01/08/13,14955,"1978","2","3956"
7,01/08/13,9924,"498","2","996"
7,01/08/13,18966,"149","1","149"
7,01/08/13,12101,"298","2","596"
7,01/08/13,17876,"490","5","2450"
7,01/08/13,19866,"447","3","1341"
7,01/08/13,7734,"5598","2","11196"
7,01/08/13,16879,"398","2","796"
7,01/08/13,15968,"299","1","299"
7,01/08/13,11294,"199","1","199"
8,01/09/13,15548,"2011","11","22121"
8,01/09/13,17064,"1401","11","15411"
8,01/09/13,4105,"990","5","4950"
8,01/09/13,4870,"248615.05","443","110136467.15"
7,01/08/13,3253,"7192","8","57536"
7,01/08/13,6653,"1699","1","1699"
7,01/08/13,11842,"100","2","200"
8,01/09/13,3719,"154765","308","47667620"
7,01/08/13,20155,"699","1","699"
8,01/09/13,7335,"3887","13","50531"
8,01/09/13,8776,"810","6","4860"
8,01/09/13,1620,"897","3","2691"
8,01/09/13,1632,"2398","2","4796"
8,01/09/13,1916,"46278","219","10134882"
8,01/09/13,3814,"1995","5","9975"
7,01/08/13,810,"398","2","796"
8,01/09/13,19154,"3122","16","49952"
8,01/09/13,19408,"17991","9","161919"
7,01/08/13,17172,"298","2","596"
8,01/09/13,3710,"9379","12","112548"
8,01/09/13,13951,"3493","7","24451"
8,01/09/13,13995,"447","3","1341"
8,01/09/13,14039,"1905","14","26670"
8,01/09/13,11776,"2654","7","18578"
8,01/09/13,11184,"6897","36","248292"
8,01/09/13,12134,"44228","171","7562988"
8,01/09/13,5821,"66916","118","7896088"
8,01/09/13,3885,"12492.05","22","274825.1"
8,01/09/13,19525,"2315","17","39355"
8,01/09/13,8345,"1745","5","8725"
8,01/09/13,14826,"4975","44","218900"
8,01/09/13,3335,"382453.68","469","179370775.92"
8,01/09/13,5216,"466","2","932"
8,01/09/13,3629,"29367.08","52","1527088.16"
8,01/09/13,4780,"2397","3","7191"
8,01/09/13,4110,"4186","14","58604"
8,01/09/13,16906,"4188","13","54444"
8,01/09/13,17003,"116","2","232"
8,01/09/13,21925,"2793","7","19551"
7,01/08/13,9188,"299","1","299"
8,01/09/13,9445,"1794","6","10764"
7,01/08/13,11439,"349","1","349"
7,01/08/13,2628,"598","2","1196"
8,01/09/13,21635,"2649","7","18543"
8,01/09/13,18882,"2971","21","62391"
8,01/09/13,10885,"499","1","499"
7,01/08/13,14235,"598","2","1196"
7,01/08/13,10620,"3000","3","9000"
7,01/08/13,7001,"2199","1","2199"
7,01/08/13,9834,"549","1","549"
7,01/08/13,17353,"98","1","98"
7,01/08/13,10119,"58","1","58"
7,01/08/13,7993,"897","3","2691"
7,01/08/13,14222,"1495","5","7475"
7,01/08/13,9745,"1498","2","2996"
7,01/08/13,9561,"28","1","28"
7,01/08/13,18449,"196","2","392"
7,01/08/13,4599,"3147","3","9441"
7,01/08/13,9911,"1047","3","3141"
8,01/09/13,7849,"359","1","359"
8,01/09/13,12600,"4163","30","124890"
8,01/09/13,13851,"10372.08","35","363022.8"
8,01/09/13,2904,"7061","14","98854"
8,01/09/13,1256,"596","4","2384"
8,01/09/13,1756,"1196","4","4784"
8,01/09/13,13741,"129148","95","12269060"
8,01/09/13,12972,"2786","14","39004"
8,01/09/13,14180,"249","1","249"
8,01/09/13,12392,"298","2","596"
8,01/09/13,12754,"699","1","699"
8,01/09/13,3286,"7176","24","172224"
8,01/09/13,1017,"6182","18","111276"
8,01/09/13,3423,"112732.75","77","8680421.75"
8,01/09/13,4586,"1949","1","1949"
8,01/09/13,14522,"1791","10","17910"
8,01/09/13,14449,"2824","20","56480"
7,01/08/13,18774,"1624","2","3248"
8,01/09/13,17949,"596","2","1192"
8,01/09/13,5864,"5397","3","16191"
8,01/09/13,2564,"349","1","349"
8,01/09/13,2302,"2396","2","4792"
8,01/09/13,2229,"3398","2","6796"
7,01/08/13,10891,"378","2","756"
8,01/09/13,16453,"9711","39","378729"
8,01/09/13,16684,"1098","2","2196"
8,01/09/13,17622,"1495","5","7475"
8,01/09/13,13489,"297562","23","6843926"
8,01/09/13,2437,"16616","21","348936"
8,01/09/13,5261,"12621","16","201936"
8,01/09/13,10986,"35559","28","995652"
8,01/09/13,11958,"447","3","1341"
8,01/09/13,14706,"745","5","3725"
8,01/09/13,5681,"157","2","314"
8,01/09/13,14797,"1788","10","17880"
8,01/09/13,5602,"4893","7","34251"
8,01/09/13,21637,"1788","10","17880"
8,01/09/13,15723,"672","5","3360"
8,01/09/13,11145,"6788","35","237580"
8,01/09/13,18960,"1043","7","7301"
8,01/09/13,21331,"296","2","592"
8,01/09/13,1004,"1683","18","30294"
8,01/09/13,993,"792","8","6336"
8,01/09/13,18099,"1794","6","10764"
8,01/09/13,15024,"597","3","1791"
8,01/09/13,15019,"2499","1","2499"
8,01/09/13,1236,"2392","8","19136"
8,01/09/13,1226,"1794","6","10764"
8,01/09/13,11619,"1247","3","3741"
8,01/09/13,5178,"2245","5","11225"
8,01/09/13,11516,"3996","4","15984"
8,01/09/13,2189,"597","3","1791"
8,01/09/13,2126,"58","1","58"
8,01/09/13,12765,"699","1","699"
8,01/09/13,14256,"998","2","1996"
8,01/09/13,14136,"20086","14","281204"
8,01/09/13,5354,"1304","7","9128"
8,01/09/13,12914,"4491","9","40419"
8,01/09/13,2641,"2392","8","19136"
8,01/09/13,6468,"4193","7","29351"
7,01/08/13,8719,"98","1","98"
8,01/09/13,8126,"1196","4","4784"
8,01/09/13,8012,"4060","15","60900"
7,01/08/13,17084,"1199","1","1199"
7,01/08/13,19524,"248","1","248"
7,01/08/13,19526,"58","1","58"
7,01/08/13,17404,"149","1","149"
8,01/09/13,22064,"1277","4","5108"
7,01/08/13,19237,"399","1","399"
8,01/09/13,7156,"2392","8","19136"
8,01/09/13,11199,"2755","19","52345"
8,01/09/13,11398,"231","1","231"
7,01/08/13,13349,"249","1","249"
7,01/08/13,19703,"999","1","999"
7,01/08/13,18853,"149","1","149"
8,01/09/13,226,"747","3","2241"
8,01/09/13,202,"747","3","2241"
8,01/09/13,17020,"3141","9","28269"
8,01/09/13,16950,"1043","7","7301"
8,01/09/13,9158,"149","1","149"
8,01/09/13,9465,"3900","13","50700"
8,01/09/13,20958,"9995","19","189905"
8,01/09/13,18384,"3204","22","70488"
8,01/09/13,11369,"34723.08","33","1145861.64"
8,01/09/13,10922,"56","2","112"
8,01/09/13,11029,"8483","17","144211"
8,01/09/13,10831,"447","3","1341"
8,01/09/13,18506,"398","2","796"
8,01/09/13,20757,"648","1","648"
8,01/09/13,8481,"1196","4","4784"
8,01/09/13,13187,"798","2","1596"
8,01/09/13,3075,"1399","1","1399"
8,01/09/13,7258,"1196","4","4784"
8,01/09/13,2257,"1240","5","6200"
8,01/09/13,989,"99","1","99"
8,01/09/13,13870,"996","4","3984"
8,01/09/13,1291,"598","2","1196"
8,01/09/13,2611,"598","2","1196"
8,01/09/13,3980,"897","3","2691"
8,01/09/13,2971,"6793.02","7","47551.14"
8,01/09/13,10334,"1192","8","9536"
8,01/09/13,12650,"894","6","5364"
8,01/09/13,12597,"894","6","5364"
8,01/09/13,17462,"3250","1","3250"
8,01/09/13,17442,"2975","2","5950"
8,01/09/13,2068,"299","1","299"
8,01/09/13,16724,"174","3","522"
8,01/09/13,11590,"294","3","882"
8,01/09/13,6739,"26512","9","238608"
8,01/09/13,6326,"1797.15","3","5391.45"
8,01/09/13,3384,"1196","4","4784"
8,01/09/13,14093,"298","2","596"
8,01/09/13,14936,"598","2","1196"
8,01/09/13,14661,"1194","6","7164"
8,01/09/13,8311,"596","2","1192"
8,01/09/13,1101,"1123","5","5615"
8,01/09/13,10222,"1495","5","7475"
8,01/09/13,17619,"1398","2","2796"
8,01/09/13,10175,"447","3","1341"
8,01/09/13,21711,"1497","3","4491"
7,01/08/13,19129,"188","1","188"
8,01/09/13,20081,"349","1","349"
8,01/09/13,8497,"3839","11","42229"
8,01/09/13,15838,"196","2","392"
